BSE Code,company_name,NEWSID,headline,subcategory,extracted_json,raw_text_preview,_provenance,llm_error
500325,RELIANCE INDUSTRIES LTD.,6b24dfaa-a6b3-48ae-bcd9-11d42f71b09f,Intimation of credit rating assigned by CARE Ratings Limited,Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""CARE Ratings Limited"", ""rating_old"": null, ""rating_new"": ""CARE AAA"", ""outlook_old"": null, ""outlook_new"": ""Stable"", ""effective_date"": ""2023-11-01"", ""direction"": ""reaffirmed""}]}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com  
CIN- L17110MH1973PLC019786 
November 02, 2023 
 
BSE Limited 
Phiroze Jeejeebhoy Towers, 
Dalal Str",ok,
500325,RELIANCE INDUSTRIES LTD.,4ca8baf8-993e-449f-8556-26560c2039c8,"This is to inform you that at the Forty-sixth Annual General Meeting (Post-IPO) of the Company held today, i.e., Monday, August 28, 2023, the members have approved (i) Re-appointment of ....",Change in Directorate,"{""director_changes"": [{""name"": ""Shri Anil Lohia"", ""event"": ""appointed"", ""effective_date"": ""2023-08-23"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com 
CIN- L17110MH1973PLC019786 
 
August 28, 2023 
 
BSE Limited 
Phiroze Jeejeebhoy Towers, 
Dalal Stre",ok,
500325,RELIANCE INDUSTRIES LTD.,8871db25-bfb6-45f7-8937-673f4533c6a9,"The Board of Directors of the Company at its meeting held today, on the recommendation of the Human Resources, Nomination and Remuneration Committee, considered and recommended to the shareholders ....",Change in Directorate,"{""director_changes"": [{""name"": ""Isha M. Ambani"", ""event"": ""appointed"", ""effective_date"": ""2023-08-28"", ""reason"": null, ""is_independent"": null}, {""name"": ""Akash M. Ambani"", ""event"": ""appointed"", ""effective_date"": ""2023-08-28"", ""reason"": null, ""is_independent"": null}, {""name"": ""Anant M. Ambani"", ""event"": ""appointed"", ""effective_date"": ""2023-08-28"", ""reason"": null, ""is_independent"": null}, {""name"": ""Nita M Ambani"", ""event"": ""resigned"", ""effective_date"": ""2023-08-28"", ""reason"": ""personal"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com 
CIN- L17110MH1973PLC019786 
 
August 28, 2023 
 
BSE Limited 
Phiroze Jeejeebhoy Towers, 
Dalal Stre",ok,
500325,RELIANCE INDUSTRIES LTD.,bc2b33d3-eab8-4f87-a654-0965fea03556,The Board of Directors accepted the resignation of Nita M. Ambani from the Board respecting her decision to devote more of her time to the Reliance Foundation of which she is the Founder ....,Resignation of Director,"{""director_changes"": [{""name"": ""Isha M. Ambani"", ""event"": ""appointed"", ""effective_date"": null, ""reason"": null, ""is_independent"": null}, {""name"": ""Akash M. Ambani"", ""event"": ""appointed"", ""effective_date"": null, ""reason"": null, ""is_independent"": null}, {""name"": ""Anant M. Ambani"", ""event"": ""appointed"", ""effective_date"": null, ""reason"": null, ""is_independent"": null}, {""name"": ""Nita M. Ambani"", ""event"": ""resigned"", ""effective_date"": ""2023-08-28"", ""reason"": ""personal"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com 
CIN- L17110MH1973PLC019786 
 
August 28, 2023 
 
BSE Limited 
Phiroze Jeejeebhoy Towers, 
Dalal Stre",ok,
500325,RELIANCE INDUSTRIES LTD.,be51d821-8277-43cc-bed4-dc813fd899f9,"Shri Pawan Kumar Kapil (DIN: 02460200), completed his 5-year term as a whole-time director of the Company, on May 15, 2023. Upon completion of his term, he also ceased to be a Director ....",Cessation,"{""director_changes"": [{""name"": ""Shri Pawan Kumar Kapil"", ""event"": ""ceased"", ""effective_date"": ""2023-05-15"", ""reason"": ""term_ended"", ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com 
CIN- L17110MH1973PLC019786 
 
May 16, 2023 
BSE Limited 
Phiroze Jeejeebhoy Towers  
Dalal Street, 
",ok,
500325,RELIANCE INDUSTRIES LTD.,1a56b6ed-2ebc-417d-9fc4-218bcd0d379f,"The Board of Directors has, at its meeting held today, based on the recommendation of the Human Resources, Nomination and Remuneration Committee considered and recommended to the shareholders ....",Change in Directorate,"{""director_changes"": [{""name"": ""Shri K. V. Kamath"", ""event"": ""appointed"", ""effective_date"": ""2022-11-04"", ""reason"": null, ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com  
CIN- L17110MH1973PLC019786 
 
November 4, 2022 
 
BSE Limited 
Phiroze Jeejeebhoy Towers, 
Dalal St",ok,
500325,RELIANCE INDUSTRIES LTD.,21d6c785-b800-47d9-a53b-2bac89f54df2,"S R B C & CO LLP, Chartered Accountants and D T S & Associates LLP, Chartered Accountants, were appointed, at the Annual General Meeting held on July 21, 2017, as the Auditors of the Company, ....",Appointment of Statutory Auditor/s,"{""director_changes"": [], ""auditor_changes"": [{""old_auditor"": ""S R B C & CO LLP"", ""new_auditor"": ""Deloitte Haskins & Sells LLP, Chaturvedi & Shah LLP"", ""effective_date"": ""2022-08-29"", ""reason_stated"": """"}], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com  
CIN- L17110MH1973PLC019786 
    August 30, 2022
 
BSE Limited 
Phiroze Jeejeebhoy Towers,  
Dalal S",ok,
500325,RELIANCE INDUSTRIES LTD.,d00379c8-bc3d-42f3-96f1-aec64c09b8e9,"(1) Completion of term of two independent directors:

Prof. Dipak Jain  and Dr. Raghunath Mashelkar, Independent Directors of the Company, ceased to be Directors of the Company upon completion ....",Change in Directorate,"{""director_changes"": [{""name"": ""Prof. Dipak Jain"", ""event"": ""ceased"", ""effective_date"": ""2022-07-20"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Dr. Raghunath Mashelkar"", ""event"": ""ceased"", ""effective_date"": ""2022-07-20"", ""reason"": ""term_ended"", ""is_independent"": true}, {""name"": ""Shri K.V. Chowdary"", ""event"": ""reappointed"", ""effective_date"": ""2022-07-21"", ""reason"": ""other_professional"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: 3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai- 400 021, India 
Phone #: +91-22-3555 5000, Telefax: +91-22-2204 2268. E-mail: investor.relations@ril.com, Website: www.ril.com 
CIN- L17110MH1973PLC019786 
 
July 21, 2022 
 
BSE Limited 
Phiroze Jeejeebhoy Towers 
Dalal Street ",ok,
500180,HDFC BANK LTD.,a49794af-49a1-4c49-8af2-f5fefcff658a,Appointment of Additional Independent Director,Change in Directorate,"{""director_changes"": [{""name"": ""Santhosh Iyengar Keshavan"", ""event"": ""appointed"", ""effective_date"": ""2024-11-18"", ""reason"": null, ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
Ref. No. SE/2024-25/103 
 
November 18, 2024 
 
BSE Limited  
 
 
 
 
National Stock Exchange of India 
Limited 
Dept of Corporate Services 
 
 
 
The Listing Department 
Phiroze Jeej",ok,
500180,HDFC BANK LTD.,4f70219b-80dd-44e5-97b4-10f5b1c2f59c,Disclosure under Regulation 30 of SEBI Listing Regulations,Resignation of Company Secretary / Compliance Officer,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
 
June 27, 2024  
 
BSE Limited   
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services  
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers,  
 
 
Exchange",ok,
500180,HDFC BANK LTD.,893ae5a4-c36a-430e-aaad-81cae43ef21c,"Intimation under Regulation 30 of SEBI (Listing Obligations an Disclosure Requirements) Regulations, 2015- Change in Directorate",Change in Directorate,"{""director_changes"": [{""name"": ""Umesh Chandra Sarangi"", ""event"": ""ceased"", ""effective_date"": ""2024-02-29"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
 
 
 
February 29, 2024 
 
BSE Limited   
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services  
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers,  
 
 
E",ok,
500180,HDFC BANK LTD.,ea49cc3a-fd23-4c60-beae-c512dcb5c188,Recommendation for re-appointment of Mr. Atanu Chakraborty  as Part time Non- Executive Chairman and Independent Director of HDFC Bank Limited,Change in Directorate,"{""director_changes"": [{""name"": ""Mr. Atanu Chakraborty"", ""event"": ""reappointed"", ""effective_date"": ""2024-05-05"", ""reason"": null, ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
Classification - Restricted
Classification - Restricted
 
 
 
 
 
December 27, 2023 
 
BSE Limited   
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services   
 
The Lis",ok,
500180,HDFC BANK LTD.,b750d772-6c81-4290-8f3b-bd10f6dda7cd,Appointment of Executive Director,Change in Directorate,"{""director_changes"": [{""name"": ""V. Srinivasa Rangan"", ""event"": ""appointed"", ""effective_date"": ""2023-11-23"", ""reason"": null, ""is_independent"": null}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
 
November 23, 2023 
 
BSE Limited  
 
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services  
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers,  
 
 
Exch",ok,
500180,HDFC BANK LTD.,480690ac-cb2c-41a6-a516-d59b4f25acb3,"Disclosure under Regulation 30 of the SEBI ( Listing Obligations and Disclosure Requirements) Regulations, 2015- Appointment of Chief of Internal Vigilance of the Bank",General,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013  
 
 
  
CIN: L65920MH1994PLC080618  
HDFC Bank Limited,  
 
Email: shareholder.grievances@hdfcbank.com  
Zenith House,  
 
Website: www.hdfcbank.com  
Opp. Race Course Gate no. 5 & 6,  
 
  
",ok,
500180,HDFC BANK LTD.,5ea0de61-5ded-42af-8a1b-3fde4db781bf,"Outcome of Board deliberations on October 15, 2023",Change in Directorate,"{""director_changes"": [{""name"": ""Mr. Sandeep Parekh"", ""event"": ""reappointed"", ""effective_date"": ""2024-01-19"", ""reason"": ""personal"", ""is_independent"": true}, {""name"": ""Mr. M. D. Ranganath"", ""event"": ""reappointed"", ""effective_date"": ""2024-01-31"", ""reason"": ""personal"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
 
October 15, 2023 
 
 
BSE Limited  
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services 
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers, 
 
 
Exchang",ok,
500180,HDFC BANK LTD.,f5f13dea-0c26-48f5-bd68-82d95863049a,Change in Directorate,Change in Directorate,"{""director_changes"": [{""name"": ""Sanjiv Sachar"", ""event"": ""ceased"", ""effective_date"": ""2023-07-20"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
 
 
 
July 20, 2023 
 
BSE Limited   
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services  
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers,  
 
 
Excha",ok,
500180,HDFC BANK LTD.,7dc0c2c5-3d2e-4e29-8d0c-fe11a356a3af,Change in Directorate,Change in Directorate,"{""director_changes"": [{""name"": ""Mr. Keki M. Mistry"", ""event"": ""appointed"", ""effective_date"": ""2023-06-30"", ""reason"": null, ""is_independent"": false}, {""name"": ""Mrs. Renu Karnad"", ""event"": ""appointed"", ""effective_date"": null, ""reason"": null, ""is_independent"": false}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
June 30, 2023 
 
BSE Limited 
 
 
 
 
National Stock Exchange of India Limited 
Dept of Corporate Services 
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers, 
 
 
Exchange Plaza 
D",ok,
500180,HDFC BANK LTD.,6f14c93a-6391-4920-a498-d9945f2610e9,"Intimation under Reg. 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Change in Directorate",Change in Directorate,"{""director_changes"": [{""name"": ""Mr. Malay Patel"", ""event"": ""ceased"", ""effective_date"": ""2023-03-30"", ""reason"": ""term_ended"", ""is_independent"": true}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
March 30, 2023 
 
BSE Limited 
Dept. of Corporate Services 
Phiroze Jeejeebhoy Towers, 
Dalal Street, Fort, 
Mumbai 400 001 
Scrip Code: 500180 
National Stock Exchange of India Limit",ok,
500180,HDFC BANK LTD.,185b0e21-03c6-4b5f-a325-ec194f475b8c,"This is to inform you that the Board of Directors of the Bank, at its meeting held today, has approved the re-appointment of Mrs.  Renu  Karnad  (DIN: 00008064)  as  Non-Executive  Director ....",Change in Directorate,"{""director_changes"": [{""name"": ""Mrs. Renu Karnad"", ""event"": ""reappointed"", ""effective_date"": ""2022-09-03"", ""reason"": null, ""is_independent"": false}], ""auditor_changes"": [], ""credit_rating_changes"": []}","Regd. Office: HDFC Bank Limited, HDFC Bank House, Senapati Bapat Marg, Lower Parel (West), Mumbai – 400 013 
 
 
 
 
 
April 16, 2022 
 
BSE Limited   
 
 
 
The National Stock Exchange of India Ltd 
Dept. of Corporate Services  
 
 
The Listing Department 
Phiroze Jeejeebhoy Towers,  
 
 
Exchange ",ok,
532454,BHARTI AIRTEL LTD.,a6c6c77d-60bc-4068-b6d8-bad9d0ba82af,"Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Revision in Credit Rating Outlook",Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""Moody's"", ""rating_old"": ""Baa3/Positive"", ""rating_new"": ""Baa3/Stable"", ""outlook_old"": ""Stable"", ""outlook_new"": ""Positive"", ""effective_date"": null, ""direction"": ""upgrade""}]}","bharti 
January 22, 2025 
National Stock Exchange of India Limited 
Exchange Plaza, C-1 Block G 
Sandra Kurla Complex, Sandra (E) 
Mumbai - 400051, India 
Symbol: BHARTIARTU AIRTELPP 
BSE Limited 
Phiroze Jeejeebhoy Towers 
Dalal Street, Mumbai - 400001, India 
Scrip Code: 532454/ 890157 
Sub: Intim",ok,
532454,BHARTI AIRTEL LTD.,dbbcbb61-d5c6-44f8-92e6-574e8a89cd47,"Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Revision in Credit Rating Outlook",Credit Rating,"{""director_changes"": [], ""auditor_changes"": [], ""credit_rating_changes"": [{""agency"": ""S&P Global Ratings"", ""rating_old"": ""BBB-/Stable"", ""rating_new"": ""BBB+/Positive"", ""outlook_old"": ""Stable"", ""outlook_new"": ""Positive"", ""effective_date"": null, ""direction"": ""upgrade""}]}","bharti 
November 22, 2024 
National Stock Exchange of India Limited 
Exchange Plaza, C-1 Block G 
Sandra Kurla Complex, Sandra (E) 
Mumbai -400051, India 
Symbol: BHARTIARTU AIRTELPP 
BSE Limited 
Phiroze Jeejeebhoy Towers 
Dalal Street, Mumbai - 400001, India 
Scrip Code: 532454/ 890157 
Sub: Intim",ok,
