BSE Code,company_name,NEWSID,news_dt,event_class,name,event,reason,is_independent,old_auditor,new_auditor,reason_stated,agency,rating_old,rating_new,outlook_old,outlook_new,direction,effective_date,_provenance
500325,RELIANCE INDUSTRIES LTD.,7f7c7fd8-edbb-43d4-9aeb-1d01a0c90fc2,2024-02-02T17:44:36.003,credit_rating_change,,,,,,,,ICRA Limited,[ICRA]A1+,,,,reaffirmed,2024-02-02,ok
500325,RELIANCE INDUSTRIES LTD.,b347046f-7988-4628-93ec-fdf9d43ea6f6,2024-01-19T19:36:46.753,director_change,Adil Zainulbhai,ceased,term_ended,True,,,,,,,,,,2024-03-31,ok
500325,RELIANCE INDUSTRIES LTD.,b347046f-7988-4628-93ec-fdf9d43ea6f6,2024-01-19T19:36:46.753,director_change,Haigreve Khaitan,appointed,unstated,True,,,,,,,,,,2024-04-01,ok
500325,RELIANCE INDUSTRIES LTD.,08d7312b-1169-42f2-948a-0c5157707a4e,2023-12-29T23:14:32.913,credit_rating_change,,,,,,,,India Ratings and Research Private Limited,,IND AAA,,Stable,reaffirmed,2023-12-29,ok
500325,RELIANCE INDUSTRIES LTD.,d3f22574-da99-4245-9d6b-09d9772a08ac,2023-11-04T15:57:30.507,credit_rating_change,,,,,,,,CRISIL Ratings Limited,,CRISIL AAA/Stable,,Stable,reaffirmed,2023-11-04,ok
500325,RELIANCE INDUSTRIES LTD.,6b24dfaa-a6b3-48ae-bcd9-11d42f71b09f,2023-11-02T20:05:48.71,credit_rating_change,,,,,,,,CARE Ratings Limited,,CARE AAA,,Stable,reaffirmed,2023-11-01,ok
500325,RELIANCE INDUSTRIES LTD.,4ca8baf8-993e-449f-8556-26560c2039c8,2023-08-28T23:47:41.397,director_change,Shri Anil Lohia,appointed,,,,,,,,,,,,2023-08-23,ok
500325,RELIANCE INDUSTRIES LTD.,8871db25-bfb6-45f7-8937-673f4533c6a9,2023-08-28T14:08:09.48,director_change,Isha M. Ambani,appointed,,,,,,,,,,,,2023-08-28,ok
500325,RELIANCE INDUSTRIES LTD.,8871db25-bfb6-45f7-8937-673f4533c6a9,2023-08-28T14:08:09.48,director_change,Akash M. Ambani,appointed,,,,,,,,,,,,2023-08-28,ok
500325,RELIANCE INDUSTRIES LTD.,8871db25-bfb6-45f7-8937-673f4533c6a9,2023-08-28T14:08:09.48,director_change,Anant M. Ambani,appointed,,,,,,,,,,,,2023-08-28,ok
500325,RELIANCE INDUSTRIES LTD.,8871db25-bfb6-45f7-8937-673f4533c6a9,2023-08-28T14:08:09.48,director_change,Nita M Ambani,resigned,personal,,,,,,,,,,,2023-08-28,ok
500325,RELIANCE INDUSTRIES LTD.,bc2b33d3-eab8-4f87-a654-0965fea03556,2023-08-28T14:07:09.46,director_change,Isha M. Ambani,appointed,,,,,,,,,,,,,ok
500325,RELIANCE INDUSTRIES LTD.,bc2b33d3-eab8-4f87-a654-0965fea03556,2023-08-28T14:07:09.46,director_change,Akash M. Ambani,appointed,,,,,,,,,,,,,ok
500325,RELIANCE INDUSTRIES LTD.,bc2b33d3-eab8-4f87-a654-0965fea03556,2023-08-28T14:07:09.46,director_change,Anant M. Ambani,appointed,,,,,,,,,,,,,ok
500325,RELIANCE INDUSTRIES LTD.,bc2b33d3-eab8-4f87-a654-0965fea03556,2023-08-28T14:07:09.46,director_change,Nita M. Ambani,resigned,personal,True,,,,,,,,,,2023-08-28,ok
500325,RELIANCE INDUSTRIES LTD.,be51d821-8277-43cc-bed4-dc813fd899f9,2023-05-16T21:44:35.82,director_change,Shri Pawan Kumar Kapil,ceased,term_ended,,,,,,,,,,,2023-05-15,ok
500325,RELIANCE INDUSTRIES LTD.,1a56b6ed-2ebc-417d-9fc4-218bcd0d379f,2022-11-04T17:30:03.357,director_change,Shri K. V. Kamath,appointed,,True,,,,,,,,,,2022-11-04,ok
500325,RELIANCE INDUSTRIES LTD.,21d6c785-b800-47d9-a53b-2bac89f54df2,2022-08-30T09:10:25.34,auditor_change,,,,,S R B C & CO LLP,"Deloitte Haskins & Sells LLP, Chaturvedi & Shah LLP",,,,,,,,2022-08-29,ok
500325,RELIANCE INDUSTRIES LTD.,d00379c8-bc3d-42f3-96f1-aec64c09b8e9,2022-07-21T17:22:32.827,director_change,Prof. Dipak Jain,ceased,term_ended,True,,,,,,,,,,2022-07-20,ok
500325,RELIANCE INDUSTRIES LTD.,d00379c8-bc3d-42f3-96f1-aec64c09b8e9,2022-07-21T17:22:32.827,director_change,Dr. Raghunath Mashelkar,ceased,term_ended,True,,,,,,,,,,2022-07-20,ok
500325,RELIANCE INDUSTRIES LTD.,d00379c8-bc3d-42f3-96f1-aec64c09b8e9,2022-07-21T17:22:32.827,director_change,Shri K.V. Chowdary,reappointed,other_professional,True,,,,,,,,,,2022-07-21,ok
500180,HDFC BANK LTD.,a49794af-49a1-4c49-8af2-f5fefcff658a,2024-11-18T09:45:28.363,director_change,Santhosh Iyengar Keshavan,appointed,,True,,,,,,,,,,2024-11-18,ok
500180,HDFC BANK LTD.,4f70219b-80dd-44e5-97b4-10f5b1c2f59c,2024-06-27T18:47:41.347,none,,,,,,,,,,,,,,,ok
500180,HDFC BANK LTD.,893ae5a4-c36a-430e-aaad-81cae43ef21c,2024-02-29T18:02:43.67,director_change,Umesh Chandra Sarangi,ceased,term_ended,True,,,,,,,,,,2024-02-29,ok
500180,HDFC BANK LTD.,ea49cc3a-fd23-4c60-beae-c512dcb5c188,2023-12-27T13:04:59.263,director_change,Mr. Atanu Chakraborty,reappointed,,True,,,,,,,,,,2024-05-05,ok
500180,HDFC BANK LTD.,b750d772-6c81-4290-8f3b-bd10f6dda7cd,2023-11-23T22:57:19.453,director_change,V. Srinivasa Rangan,appointed,,,,,,,,,,,,2023-11-23,ok
500180,HDFC BANK LTD.,480690ac-cb2c-41a6-a516-d59b4f25acb3,2023-11-01T16:23:34.62,none,,,,,,,,,,,,,,,ok
500180,HDFC BANK LTD.,5ea0de61-5ded-42af-8a1b-3fde4db781bf,2023-10-15T18:58:50.387,director_change,Mr. Sandeep Parekh,reappointed,personal,True,,,,,,,,,,2024-01-19,ok
500180,HDFC BANK LTD.,5ea0de61-5ded-42af-8a1b-3fde4db781bf,2023-10-15T18:58:50.387,director_change,Mr. M. D. Ranganath,reappointed,personal,True,,,,,,,,,,2024-01-31,ok
500180,HDFC BANK LTD.,f5f13dea-0c26-48f5-bd68-82d95863049a,2023-07-20T18:10:27.637,director_change,Sanjiv Sachar,ceased,term_ended,True,,,,,,,,,,2023-07-20,ok
500180,HDFC BANK LTD.,7dc0c2c5-3d2e-4e29-8d0c-fe11a356a3af,2023-06-30T22:22:49.617,director_change,Mr. Keki M. Mistry,appointed,,False,,,,,,,,,,2023-06-30,ok
500180,HDFC BANK LTD.,7dc0c2c5-3d2e-4e29-8d0c-fe11a356a3af,2023-06-30T22:22:49.617,director_change,Mrs. Renu Karnad,appointed,,False,,,,,,,,,,,ok
500180,HDFC BANK LTD.,6f14c93a-6391-4920-a498-d9945f2610e9,2023-03-30T15:52:15.557,director_change,Mr. Malay Patel,ceased,term_ended,True,,,,,,,,,,2023-03-30,ok
500180,HDFC BANK LTD.,185b0e21-03c6-4b5f-a325-ec194f475b8c,2022-04-16T18:49:54.483,director_change,Mrs. Renu Karnad,reappointed,,False,,,,,,,,,,2022-09-03,ok
532454,BHARTI AIRTEL LTD.,a6c6c77d-60bc-4068-b6d8-bad9d0ba82af,2025-01-22T22:10:56.67,credit_rating_change,,,,,,,,Moody's,Baa3/Positive,Baa3/Stable,Stable,Positive,upgrade,,ok
532454,BHARTI AIRTEL LTD.,dbbcbb61-d5c6-44f8-92e6-574e8a89cd47,2024-11-22T21:36:28.89,credit_rating_change,,,,,,,,S&P Global Ratings,BBB-/Stable,BBB+/Positive,Stable,Positive,upgrade,,ok
532454,BHARTI AIRTEL LTD.,8e0fbc1d-c317-48d9-ab9b-9c8fe0f92313,2024-10-28T20:32:54.467,credit_rating_change,,,,,,,,CARE Ratings,,AAA; Stable,,Stable,upgrade,2024-10-28,ok
532454,BHARTI AIRTEL LTD.,8e0fbc1d-c317-48d9-ab9b-9c8fe0f92313,2024-10-28T20:32:54.467,credit_rating_change,,,,,,,,CARE Ratings,,A1+,,,upgrade,2024-10-28,ok
532454,BHARTI AIRTEL LTD.,5001d09b-755e-4985-b333-fd4b051f2d43,2024-10-28T16:12:47.39,director_change,Rajan Bharti Mittal,appointed,,,,,,,,,,,,2024-10-28,ok
532454,BHARTI AIRTEL LTD.,5001d09b-755e-4985-b333-fd4b051f2d43,2024-10-28T16:12:47.39,director_change,Rakesh Bharti Mittal,ceased,,,,,,,,,,,,2024-10-28,ok
532454,BHARTI AIRTEL LTD.,fb74abd2-2b93-4216-9257-02a7fb718629,2024-07-23T00:02:26.43,credit_rating_change,,,,,,,,CRISIL Ratings Limited,CRISIL AA+/Stable,CRISIL AA+/Positive,Stable,Positive,upgrade,,ok
532454,BHARTI AIRTEL LTD.,4bec2c83-3cce-4356-b55a-92e44e3a1f00,2024-05-14T17:57:08.84,director_change,Justice (Retd.) Arjan Kumar Sikri,appointed,appointment,True,,,,,,,,,,2024-06-01,ok
532454,BHARTI AIRTEL LTD.,4bec2c83-3cce-4356-b55a-92e44e3a1f00,2024-05-14T17:57:08.84,director_change,Pradeep Kumar Sinha,resigned,resignation,True,,,,,,,,,,2024-05-14,ok
532454,BHARTI AIRTEL LTD.,ba832380-a700-4722-986d-1b358527fdf6,2024-05-14T17:52:12.627,director_change,Justice (Retd.) Arjan Kumar Sikri,appointed,appointment,True,,,,,,,,,,2024-06-01,ok
532454,BHARTI AIRTEL LTD.,ba832380-a700-4722-986d-1b358527fdf6,2024-05-14T17:52:12.627,director_change,Pradeep Kumar Sinha,resigned,resignation,True,,,,,,,,,,2024-05-14,ok
532454,BHARTI AIRTEL LTD.,74f6d48a-4e76-48cb-9c0b-c09c5ebc919f,2024-03-12T20:05:52.053,director_change,Mr. Dinesh Kumar Mittal,ceased,term_ended,True,,,,,,,,,,2024-03-12,ok
532454,BHARTI AIRTEL LTD.,d89408f3-14fe-4a97-a1e1-be0bc0e1c6c3,2024-01-13T21:21:56.58,director_change,Mr. V.K. Viswanathan,ceased,term_ended,True,,,,,,,,,,2024-01-13,ok
532454,BHARTI AIRTEL LTD.,d89408f3-14fe-4a97-a1e1-be0bc0e1c6c3,2024-01-13T21:21:56.58,director_change,Mr. Shyamal Mukherjee,appointed,,True,,,,,,,,,,2024-01-14,ok
532454,BHARTI AIRTEL LTD.,6cd599b3-6a8c-4726-9d8b-c5c8dba2014e,2023-10-31T19:00:02.03,director_change,Douglas Anderson Baillie,appointed,,True,,,,,,,,,,2023-10-31,ok
532454,BHARTI AIRTEL LTD.,9f0d24ce-bc70-4294-9779-75d442aabe07,2023-05-16T19:35:07.27,director_change,Ms. Kimsuka Narasimhan,reappointed,unstated,True,,,,,,,,,,2023-05-16,ok
532454,BHARTI AIRTEL LTD.,3afe3b3f-c1a5-4a69-847b-007a802f27eb,2022-05-26T19:16:13.267,credit_rating_change,,,,,,,,Moody's Investors Service,,Baa3,Positive,Stable,upgrade,2022-05-26,ok
532454,BHARTI AIRTEL LTD.,19b0cf8e-10f2-4962-bf1b-b0a8fcef69a1,2022-05-17T19:38:53.737,none,,,,,,,,,,,,,,,ok
532454,BHARTI AIRTEL LTD.,feda5ea4-6dd9-4d15-ae63-abb61b2f4000,2022-05-17T19:32:19.653,auditor_change,,,,,,Deloitte Haskins & Sells LLP,,,,,,,,2022-05-17,ok
532454,BHARTI AIRTEL LTD.,945a27e6-cb46-43a4-96f2-4fb2ef73e1b7,2022-05-17T19:24:29.32,director_change,Pradeep Kumar Sinha,appointed,personal,True,,,,,,,,,,2022-05-18,ok
532454,BHARTI AIRTEL LTD.,945a27e6-cb46-43a4-96f2-4fb2ef73e1b7,2022-05-17T19:24:29.32,director_change,Shyamal Mukherjee,appointed,personal,True,,,,,,,,,,2022-05-18,ok
532454,BHARTI AIRTEL LTD.,945a27e6-cb46-43a4-96f2-4fb2ef73e1b7,2022-05-17T19:24:29.32,director_change,Manish Kejriwal,ceased,term_ended,True,,,,,,,,,,2022-09-25,ok
532454,BHARTI AIRTEL LTD.,945a27e6-cb46-43a4-96f2-4fb2ef73e1b7,2022-05-17T19:24:29.32,director_change,Shishir Priyadarshi,resigned,personal,True,,,,,,,,,,2022-10-31,ok
532454,BHARTI AIRTEL LTD.,945a27e6-cb46-43a4-96f2-4fb2ef73e1b7,2022-05-17T19:24:29.32,director_change,Dinesh Kumar Mittal,reappointed,,True,,,,,,,,,,2022-09-26,ok
543320,Eternal Limited,7992d69a-8bbe-4e3f-a3d7-51dc6b0d2bbd,2024-10-11T20:28:29.28,director_change,Ms. Gunjan Tilak Raj Soni,resigned,personal,True,,,,,,,,,,2024-10-11,ok
543320,Eternal Limited,2a49f4e8-4f79-4e33-a5aa-806a3e6376b1,2024-07-29T21:04:13.457,auditor_change,,,,,,"M/s Deloitte Haskins & Sells, Chartered Accountants",appointment,,,,,,,2024-07-29,ok
543320,Eternal Limited,cfb4bc64-5fa9-42b9-bc0e-d68d0470c577,2024-05-27T20:19:31.927,auditor_change,,,,,,"Deloitte Haskins & Sells, Chartered Accountants",To fill casual vacancy for statutory auditor of ZHPL,,,,,,,2024-05-27,ok
543320,Eternal Limited,34b62389-38b9-4fb0-92f7-74b4b416a7e8,2024-05-12T13:14:39.22,auditor_change,,,,,M/s S.R. Batliboi & Associates LLP,M/s Deloitte Haskins & Sells LLP,"to allow for appointment of the current statutory auditor of the Company, M/s Deloitte Haskins & Sells LLP (Firm Regn. No. 015125N), as the statutory auditor of ZHPL and BCPL as well, in order to make the audit process more efficient.",,,,,,,2024-05-12,ok
543320,Eternal Limited,48ac9b37-66e7-44ad-b64d-ef13556f96de,2023-08-29T18:29:29.203,auditor_change,,,,,,M/s S.R. Batliboi & Associates LLP,"Appointment of SRB as statutory auditor has been approved by the shareholders of ZHPL in its 8th AGM held today. SRB will hold office from conclusion of 8th AGM till the conclusion of 13th AGM of ZHPL as per the provisions of Companies Act, 2013.",,,,,,,2023-08-29,ok
543320,Eternal Limited,10bb979e-eaa3-4f05-865e-1a1cbfccdea3,2023-06-09T20:33:29.587,auditor_change,,,,,,S.R. Batliboi & Associates LLP,To fill the casual vacancy for statutory auditor of the Company,,,,,,,2023-06-09,ok
543320,Eternal Limited,10fd0391-a46c-4578-b5c6-ba0d2d509673,2023-02-09T19:57:30.813,director_change,Mr. Douglas Feagin,resigned,other,False,,,,,,,,,,2023-02-09,ok
500440,HINDALCO INDUSTRIES LTD.,16745061-cbf9-451f-a035-e7a86878d52a,2025-02-13T19:05:27.917,director_change,Mr. Praveen Kumar Maheshwari,reappointed,other,,,,,,,,,,,2025-04-01,ok
500440,HINDALCO INDUSTRIES LTD.,f2e2f03d-97bf-4230-8685-8beb9d953b2c,2025-02-13T18:55:27.11,director_change,Mr. Praveen Kumar Maheshwari,ceased,resignation,,,,,,,,,,,2025-03-31,ok
500440,HINDALCO INDUSTRIES LTD.,f2e2f03d-97bf-4230-8685-8beb9d953b2c,2025-02-13T18:55:27.11,director_change,Mr. Praveen Kumar Maheshwari,appointed,re-appointment,,,,,,,,,,,2025-04-01,ok
500440,HINDALCO INDUSTRIES LTD.,70d5384d-44a4-47f0-8fa5-e1503745d328,2024-08-29T17:28:05.613,director_change,Mr. Kailash Nath Bhandari,ceased,term_ended,True,,,,,,,,,,2024-08-29,ok
500440,HINDALCO INDUSTRIES LTD.,b36ea8c5-022f-4d61-b209-fe82d9f845b2,2024-08-23T12:34:53.827,director_change,Askaran Agarwala,resigned,retirement by rotation,,,,,,,,,,,2024-08-22,ok
500440,HINDALCO INDUSTRIES LTD.,04a44d8d-6846-497a-a91e-74d3cea302b5,2024-08-13T14:21:30.09,director_change,Ms. Ananyashree Birla,appointed,,False,,,,,,,,,,2024-09-01,ok
500440,HINDALCO INDUSTRIES LTD.,04a44d8d-6846-497a-a91e-74d3cea302b5,2024-08-13T14:21:30.09,director_change,Mr. Aryaman Vikram Birla,appointed,,,,,,,,,,,,,ok
500440,HINDALCO INDUSTRIES LTD.,04a44d8d-6846-497a-a91e-74d3cea302b5,2024-08-13T14:21:30.09,director_change,Mr. Anjani Kumar Agrawal,appointed,,True,,,,,,,,,,,ok
500440,HINDALCO INDUSTRIES LTD.,04a44d8d-6846-497a-a91e-74d3cea302b5,2024-08-13T14:21:30.09,director_change,Ms. Sukanya Kripalu,appointed,,,,,,,,,,,,,ok
500440,HINDALCO INDUSTRIES LTD.,42be1957-25fc-4706-9217-dd87e7d60316,2024-05-24T14:22:05.93,director_change,Sudhir Mital,reappointed,unstated,True,,,,,,,,,,2024-11-11,ok
500440,HINDALCO INDUSTRIES LTD.,7859a643-4a45-43b4-8316-ff2e3d378738,2024-02-13T13:57:50.893,director_change,Arun Adhikari,appointed,unstated,True,,,,,,,,,,2024-05-01,ok
500440,HINDALCO INDUSTRIES LTD.,7859a643-4a45-43b4-8316-ff2e3d378738,2024-02-13T13:57:50.893,director_change,Sushil Agarwal,appointed,unstated,False,,,,,,,,,,2024-05-01,ok
500440,HINDALCO INDUSTRIES LTD.,7859a643-4a45-43b4-8316-ff2e3d378738,2024-02-13T13:57:50.893,director_change,Praveen Kumar Maheshwari,reappointed,unstated,,,,,,,,,,,2024-04-01,ok
500440,HINDALCO INDUSTRIES LTD.,7859a643-4a45-43b4-8316-ff2e3d378738,2024-02-13T13:57:50.893,director_change,Satish Pai,reappointed,unstated,,,,,,,,,,,2024-08-01,ok
500440,HINDALCO INDUSTRIES LTD.,7859a643-4a45-43b4-8316-ff2e3d378738,2024-02-13T13:57:50.893,director_change,Vikas Balia,reappointed,unstated,True,,,,,,,,,,2024-07-19,ok
500440,HINDALCO INDUSTRIES LTD.,0a5c8bc4-1c9e-424f-aae8-01c83fe6273e,2023-10-19T11:56:29.367,director_change,Mr. Anant Maheshwari,resigned,personal,True,,,,,,,,,,2023-10-18,ok
500440,HINDALCO INDUSTRIES LTD.,a7e0b304-6369-45fc-bf2b-ec8f71287028,2023-05-24T16:49:46.52,director_change,Mr. Praveen Kumar Maheshwari,reappointed,pursuant to end of his current term as Whole-Time Director,,,,,,,,,,,2023-05-28,ok
500440,HINDALCO INDUSTRIES LTD.,78af0145-3785-4f1c-86ef-661997a70124,2023-02-09T14:30:48.8,director_change,Ms. Alka Bharucha,reappointed,Re-appointment,True,,,,,,,,,,2023-07-11,ok
500440,HINDALCO INDUSTRIES LTD.,36762d33-6a03-4479-9f8d-b686ff1ae1ab,2022-08-10T18:18:38.653,none,,,,,,,,,,,,,,,ok
500440,HINDALCO INDUSTRIES LTD.,7a228243-c0e3-4633-8318-1258c33d1e9e,2022-07-22T18:18:05.78,auditor_change,,,,,,Price Waterhouse & Co. Chartered Accounts LLP,re-appointment,,,,,,,2022-07-22,ok
542752,AFFLE (INDIA) LIMITED,05f44ae8-be87-4ba4-9169-b5820a2ee241,2025-03-12T11:28:07.703,director_change,Dr. Hanny Kusnadi,appointed,unstated,True,,,,,,,,,,2025-04-08,ok
542752,AFFLE (INDIA) LIMITED,d9c40bc3-3589-446f-a7af-2e7c9ff4e7c8,2025-02-08T14:26:28.62,director_change,Anuj Khanna Sohum,appointed,,,,,,,,,,,,2025-02-09,ok
542752,AFFLE (INDIA) LIMITED,d9c40bc3-3589-446f-a7af-2e7c9ff4e7c8,2025-02-08T14:26:28.62,director_change,Reshma Prasad Virmani,appointed,,True,,,,,,,,,,2025-02-08,ok
542752,AFFLE (INDIA) LIMITED,d9c40bc3-3589-446f-a7af-2e7c9ff4e7c8,2025-02-08T14:26:28.62,director_change,Hanny Kusnadi,appointed,,True,,,,,,,,,,,ok
542752,AFFLE (INDIA) LIMITED,d9c40bc3-3589-446f-a7af-2e7c9ff4e7c8,2025-02-08T14:26:28.62,director_change,Lay See Tan,resigned,other_professional,True,,,,,,,,,,2025-02-08,ok
542752,AFFLE (INDIA) LIMITED,673d7c9b-b294-404d-b399-192ad55a8694,2024-08-29T16:41:32.967,director_change,Mr. Sanjiv Kumar Chaudhary,appointed,appointment,True,,,,,,,,,,2024-10-01,ok
542752,AFFLE (INDIA) LIMITED,673d7c9b-b294-404d-b399-192ad55a8694,2024-08-29T16:41:32.967,director_change,Mr. Vipul Kedia,resigned,other_professional,,,,,,,,,,,2024-10-01,ok
542752,AFFLE (INDIA) LIMITED,ce3918a1-9731-4546-a444-6041353bd39c,2024-07-04T19:05:23.647,director_change,Noelia Amoedo Casqueiro,resigned,personal,True,,,,,,,,,,2024-07-01,ok
542752,AFFLE (INDIA) LIMITED,2edead8b-e09e-44d5-afe0-d2208778cf75,2024-07-03T14:07:57.737,director_change,Ms. Noelia Amoedo Casqueiro,ceased,regulatory_age,,,,,,,,,,,2024-07-01,ok
542752,AFFLE (INDIA) LIMITED,2edead8b-e09e-44d5-afe0-d2208778cf75,2024-07-03T14:07:57.737,director_change,Mr. Moshe Vaknin,ceased,unstated,,,,,,,,,,,2024-07-01,ok
542752,AFFLE (INDIA) LIMITED,73d6905b-002b-4981-ab98-d936f67a0f5e,2023-11-04T18:02:40.743,director_change,Elad Shmuel Natanson,resigned,personal,,,,,,,,,,,2023-11-04,ok
542752,AFFLE (INDIA) LIMITED,fc2f9caa-a7da-4f9e-88ef-f354c4606de0,2023-09-22T13:50:17.913,auditor_change,,,,,"M/s. S.R. Batliboi & Associates LLP, Chartered Accountants","Walker Chandiok & Co LLP, Chartered Accountants",,,,,,,,2023-09-22,ok
542752,AFFLE (INDIA) LIMITED,d4c56cb2-b0c3-4881-b737-457fc3cd456d,2023-05-13T16:31:17.577,director_change,Ms. Mei Theng Leong,resigned,resignation,,,,,,,,,,,2023-05-14,ok
542752,AFFLE (INDIA) LIMITED,1fce7728-fa5e-4c50-89b8-86b2b9d05ee8,2022-07-01T22:36:36.85,director_change,Ms. Lay See Tan,appointed,appointment as an Additional Director (Independent Director),True,,,,,,,,,,2022-07-01,ok
542752,AFFLE (INDIA) LIMITED,1fce7728-fa5e-4c50-89b8-86b2b9d05ee8,2022-07-01T22:36:36.85,director_change,Mr. Vipul Kedia,appointed,appointment as an Additional Director (Executive Director),False,,,,,,,,,,2022-07-01,ok
542752,AFFLE (INDIA) LIMITED,1fce7728-fa5e-4c50-89b8-86b2b9d05ee8,2022-07-01T22:36:36.85,director_change,Ms. Noelia Amoedo Casqueiro,appointed,appointment as an Additional Director (Non-Executive Director),,,,,,,,,,,,ok
542752,AFFLE (INDIA) LIMITED,1fce7728-fa5e-4c50-89b8-86b2b9d05ee8,2022-07-01T22:36:36.85,director_change,Mr. Elad Shmuel Natanson,appointed,appointment as an Additional Director (Non-Executive Director),,,,,,,,,,,,ok
542752,AFFLE (INDIA) LIMITED,1fce7728-fa5e-4c50-89b8-86b2b9d05ee8,2022-07-01T22:36:36.85,director_change,Mr. Anuj Kumar,reappointed,change in designation from Executive Director to Non-Executive Director,,,,,,,,,,,2022-07-01,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,cf34b2ac-6105-4803-aced-e6afd3fb3018,2024-12-27T09:35:21.28,director_change,Sanjay Panse,appointed,,True,,,,,,,,,,2021-12-27,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,cf34b2ac-6105-4803-aced-e6afd3fb3018,2024-12-27T09:35:21.28,director_change,Sanjay Panse,ceased,term_ended,True,,,,,,,,,,2024-12-27,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,2d023d48-0f11-4703-8b92-077ae8a9e31e,2024-12-23T15:59:43.157,director_change,Dr. Garima Bhagat,appointed,,,,,,,,,,,,2024-12-23,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,18fa4f1e-d81d-474a-8fbd-a237b050c84d,2024-12-11T17:04:52.92,director_change,Rajeev Prakash,ceased,term_ended,,,,,,,,,,,2024-12-11,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,18fa4f1e-d81d-474a-8fbd-a237b050c84d,2024-12-11T17:04:52.92,director_change,Garima Bhagat,appointed,personal,,,,,,,,,,,2024-12-11,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,ca266aa8-9c1b-46d5-9b74-f32f1219f741,2024-09-24T09:41:55.583,auditor_change,,,,,,"M/s Guha Nandi & Co, Chartered Accountants, Kolkata",,,,,,,,2024-09-19,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,88cd17f3-8c0f-438c-9279-c3e3ca87b3c3,2023-09-22T17:16:55.347,auditor_change,,,,,,"M/s Guha Nandi & Co, Chartered Accountants, Kolkata",,,,,,,,2023-09-12,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,1fa1f6d6-c5d6-4140-bd9b-abe3e0e66cd0,2023-06-20T12:45:35.087,director_change,"DIG Subrato Ghosh, ICG (Retd.)",appointed,,,,,,,,,,,,2023-06-20,ok
542011,Gareden Reach Shipbuilders & Engineers Limited,cef8efaf-2c10-4484-8e35-66a4383c1061,2022-09-26T18:02:05.383,auditor_change,,,,,,"M/s Mookherjee Biswas & Pathak, Chartered Accountants, Kolkata",,,,,,,,2022-08-30,ok
